**flightid,entryTime(milliseconds),exitTime(milliseconds),transitTime(milliseconds),upperStreamSector,currentSector,downStreamSector
98,35164000,36139000,975000,ZLC06,ZLC08,ZLC05
98,36139000,36839000,700000,ZLC08,ZLC05,ZDV14
98,36839000,37854000,1015000,ZLC05,ZDV14,ZDV05
98,37854000,38096000,242000,ZDV14,ZDV05,ZDV16
98,38096000,38449000,353000,ZDV05,ZDV16,ZDV39
98,38449000,39508000,1059000,ZDV16,ZDV39,ZKC22
98,39508000,39817000,309000,ZDV39,ZKC22,ZKC23
98,39817000,40459000,642000,ZKC22,ZKC23,ZAB97
98,40459000,40756000,297000,ZKC23,ZAB97,ZFW49
98,40756000,41017000,261000,ZAB97,ZFW49,ZFW47
98,41017000,41787000,770000,ZFW49,ZFW47,ZFW75
98,41787000,42144041,357041,ZFW47,ZFW75,TRACOND10
98,42144041,42793000,648959,TRACOND10,KDFW,XXXX
99,36900000,37734782,834782,XXXX,KXNA,TRACONTKXNA
99,37734782,37849000,114218,TRACONTKXNA,ZMEFS,ZME02
99,37849000,38053000,204000,ZMEFS,ZME02,ZME22
99,38053000,38302000,249000,ZME02,ZME22,ZFW42
99,38302000,38766000,464000,ZME22,ZFW42,ZFW48
99,38766000,38945000,179000,ZFW42,ZFW48,ZFW42
99,38945000,39015000,70000,ZFW48,ZFW42,ZFW37
99,39015000,39411282,396282,ZFW42,ZFW37,TRACOND10
99,39411282,40203000,791718,TRACOND10,KDFW,XXXX
100,31794000,32628782,834782,XXXX,KCVG,TRACONTKCVG
100,32628782,32632000,3218,TRACONTKCVG,ZIDLE,ZID20
100,32632000,32923000,291000,ZIDLE,ZID20,ZID82
100,32923000,33293000,370000,ZID20,ZID82,ZID92
100,33293000,33526000,233000,ZID82,ZID92,ZID91
100,33526000,33854000,328000,ZID92,ZID91,ZME61
100,33854000,34371000,517000,ZID91,ZME61,ZME23
100,34371000,34874000,503000,ZME61,ZME23,ZME24
100,34874000,35287000,413000,ZME23,ZME24,ZME23
100,35287000,35547000,260000,ZME24,ZME23,ZME20
100,35547000,36928000,1381000,ZME23,ZME20,ZFW42
100,36928000,37720000,792000,ZME20,ZFW42,ZFW37
100,37720000,38093782,373782,ZFW42,ZFW37,TRACOND10
100,38093782,38873000,779218,TRACOND10,KDFW,XXXX
101,33000000,33834782,834782,XXXX,KGSP,TRACONTKGSP
101,33834782,33878000,43218,TRACONTKGSP,ZTL18,ZTL49
101,33878000,34178000,300000,ZTL18,ZTL49,ZTL50
101,34178000,34407000,229000,ZTL49,ZTL50,ZTL39
101,34407000,34614000,207000,ZTL50,ZTL39,ZTL36
101,34614000,34783000,169000,ZTL39,ZTL36,ZTL02
101,34783000,36181000,1398000,ZTL36,ZTL02,ZME32
101,36181000,37524000,1343000,ZTL02,ZME32,ZME43
101,37524000,38541000,1017000,ZME32,ZME43,ZFW92
101,38541000,39254000,713000,ZME43,ZFW92,ZFW86
101,39254000,39954000,700000,ZFW92,ZFW86,ZFW89
101,39954000,40304000,350000,ZFW86,ZFW89,ZFW71
101,40304000,40958000,654000,ZFW89,ZFW71,ZFW29
101,40958000,41205782,247782,ZFW71,ZFW29,TRACOND10
101,41205782,42139000,933218,TRACOND10,KDFW,XXXX
102,30420000,31254782,834782,XXXX,KFAY,TRACONTKFAY
102,31254782,31258000,3218,TRACONTKFAY,ZDCFA,ZDC27
102,31258000,31458000,200000,ZDCFA,ZDC27,ZTL30
102,31458000,31574000,116000,ZDC27,ZTL30,ZTL33
102,31574000,32010000,436000,ZTL30,ZTL33,ZTL28
102,32010000,32354000,344000,ZTL33,ZTL28,ZTL15
102,32354000,32686000,332000,ZTL28,ZTL15,ZTL40
102,32686000,33273000,587000,ZTL15,ZTL40,ZTL36
102,33273000,33626000,353000,ZTL40,ZTL36,ZTL02
102,33626000,34272000,646000,ZTL36,ZTL02,ZME32
102,34272000,35226000,954000,ZTL02,ZME32,ZME23
102,35226000,35838000,612000,ZME32,ZME23,ZME20
102,35838000,37079000,1241000,ZME23,ZME20,ZFW42
102,37079000,37874000,795000,ZME20,ZFW42,ZFW37
102,37874000,38240282,366282,ZFW42,ZFW37,TRACOND10
102,38240282,39026000,785718,TRACOND10,KDFW,XXXX
103,35940000,36774782,834782,XXXX,KSGF,TRACONTKSGF
103,36774782,36822000,47218,TRACONTKSGF,ZKCSF,ZME03
103,36822000,36925000,103000,ZKCSF,ZME03,ZME02
103,36925000,37091000,166000,ZME03,ZME02,ZME22
103,37091000,37930000,839000,ZME02,ZME22,ZFW42
103,37930000,38609000,679000,ZME22,ZFW42,ZFW37
103,38609000,38960282,351282,ZFW42,ZFW37,TRACOND10
103,38960282,39744000,783718,TRACOND10,KDFW,XXXX
104,32100000,32934782,834782,XXXX,KLEX,TRACONTKLEX
104,32934782,32938000,3218,TRACONTKLEX,ZIDSD,ZID20
104,32938000,33105000,167000,ZIDSD,ZID20,ZID17
104,33105000,33202000,97000,ZID20,ZID17,ZID19
104,33202000,33283000,81000,ZID17,ZID19,ZID82
104,33283000,33470000,187000,ZID19,ZID82,ZID81
104,33470000,33586000,116000,ZID82,ZID81,ZID91
104,33586000,33817000,231000,ZID81,ZID91,ZME61
104,33817000,34325000,508000,ZID91,ZME61,ZME23
104,34325000,34821000,496000,ZME61,ZME23,ZME24
104,34821000,35300000,479000,ZME23,ZME24,ZME23
104,35300000,35524000,224000,ZME24,ZME23,ZME20
104,35524000,36940000,1416000,ZME23,ZME20,ZFW42
104,36940000,37788000,848000,ZME20,ZFW42,ZFW37
104,37788000,38132782,344782,ZFW42,ZFW37,TRACOND10
104,38132782,38903000,770218,TRACOND10,KDFW,XXXX
105,37920000,38754782,834782,XXXX,KGPT,TRACONTKGPT
105,38754782,38895000,140218,TRACONTKGPT,ZHUMS,ZHU30
105,38895000,39071000,176000,ZHUMS,ZHU30,ZHU65
105,39071000,39336000,265000,ZHU30,ZHU65,ZHU42
105,39336000,40524000,1188000,ZHU65,ZHU42,ZFW86
105,40524000,40913000,389000,ZHU42,ZFW86,ZFW89
105,40913000,41655000,742000,ZFW86,ZFW89,ZFW29
105,41655000,41882782,227782,ZFW89,ZFW29,TRACOND10
105,41882782,42816000,933218,TRACOND10,KDFW,XXXX
106,35340000,36174782,834782,XXXX,KPNS,TRACONTKPNS
106,36174782,36178000,3218,TRACONTKPNS,ZHUMO,ZHU25
106,36178000,36500000,322000,ZHUMO,ZHU25,ZHU63
106,36500000,36936000,436000,ZHU25,ZHU63,ZHU37
106,36936000,37627000,691000,ZHU63,ZHU37,ZHU81
106,37627000,38782000,1155000,ZHU37,ZHU81,ZFW86
106,38782000,39184000,402000,ZHU81,ZFW86,ZFW89
106,39184000,39899000,715000,ZFW86,ZFW89,ZFW29
106,39899000,40165782,266782,ZFW89,ZFW29,TRACOND10
106,40165782,41099000,933218,TRACOND10,KDFW,XXXX
107,39060000,39894782,834782,XXXX,KLCH,TRACONTKLCH
107,39894782,40258000,363218,TRACONTKLCH,ZHU38,ZHU26
107,40258000,40444000,186000,ZHU38,ZHU26,ZHU46
107,40444000,40748000,304000,ZHU26,ZHU46,ZFW89
107,40748000,41147000,399000,ZHU46,ZFW89,ZFW29
107,41147000,41585782,438782,ZFW89,ZFW29,TRACOND10
107,41585782,42424000,838218,TRACOND10,KDFW,XXXX
108,33720000,34554782,834782,XXXX,KCID,TRACONTKCID
108,34554782,34678000,123218,TRACONTKCID,ZAU55,ZAU56
108,34678000,34880000,202000,ZAU55,ZAU56,ZKC32
108,34880000,35224000,344000,ZAU56,ZKC32,ZKC92
108,35224000,35665000,441000,ZKC32,ZKC92,ZKC30
108,35665000,36253000,588000,ZKC92,ZKC30,ZKC28
108,36253000,37180000,927000,ZKC30,ZKC28,ZME19
108,37180000,38230000,1050000,ZKC28,ZME19,ZFW42
108,38230000,38939000,709000,ZME19,ZFW42,ZFW37
108,38939000,39256782,317782,ZFW42,ZFW37,TRACOND10
108,39256782,40054000,797218,TRACOND10,KDFW,XXXX
109,39540000,40374782,834782,XXXX,KLRD,TRACONTKLRD
109,40374782,40694000,319218,TRACONTKLRD,ZHU93,ZHU59
109,40694000,40933000,239000,ZHU93,ZHU59,ZHU76
109,40933000,41459000,526000,ZHU59,ZHU76,ZHU74
109,41459000,42746000,1287000,ZHU76,ZHU74,ZFW65
109,42746000,43045000,299000,ZHU74,ZFW65,ZFW62
109,43045000,43328782,283782,ZFW65,ZFW62,TRACOND10
109,43328782,43809000,480218,TRACOND10,KDFW,XXXX
110,37980000,38814782,834782,XXXX,KAEX,TRACONTKAEX
110,38814782,38818000,3218,TRACONTKAEX,ZHU75,ZHU40
110,38818000,38953000,135000,ZHU75,ZHU40,ZHU38
110,38953000,39230000,277000,ZHU40,ZHU38,ZFW86
110,39230000,39390000,160000,ZHU38,ZFW86,ZFW89
110,39390000,39973000,583000,ZFW86,ZFW89,ZFW29
110,39973000,40412282,439282,ZFW89,ZFW29,TRACOND10
110,40412282,41228000,815718,TRACOND10,KDFW,XXXX
111,37364000,39971000,2607000,XXXX,MMTC,TRACONTMMTC
111,39971000,40071000,100000,TRACONTMMTC,Unknown,ZHU97
111,40071000,40654000,583000,Unknown,ZHU97,ZHU76
111,40654000,40803000,149000,ZHU97,ZHU76,ZHU97
111,40803000,41071000,268000,ZHU76,ZHU97,ZHU74
111,41071000,41853000,782000,ZHU97,ZHU74,ZHU78
111,41853000,41966000,113000,ZHU74,ZHU78,ZFW46
111,41966000,42049000,83000,ZHU78,ZFW46,ZFW65
111,42049000,42132000,83000,ZFW46,ZFW65,ZFW62
111,42132000,42549782,417782,ZFW65,ZFW62,TRACOND10
111,42549782,43265000,715218,TRACOND10,KDFW,XXXX
112,34560000,35394782,834782,XXXX,KMLI,TRACONTKMLI
112,35394782,35398000,3218,TRACONTKMLI,ZAUCI,ZAU55
112,35398000,35716000,318000,ZAUCI,ZAU55,ZAU90
112,35716000,35917000,201000,ZAU55,ZAU90,ZKC32
112,35917000,36060000,143000,ZAU90,ZKC32,ZKC92
112,36060000,36806000,746000,ZKC32,ZKC92,ZKC30
112,36806000,37415000,609000,ZKC92,ZKC30,ZKC02
112,37415000,37951000,536000,ZKC30,ZKC02,ZKC27
112,37951000,38731000,780000,ZKC02,ZKC27,ZFW50
112,38731000,39419000,688000,ZKC27,ZFW50,ZFW48
112,39419000,39841000,422000,ZFW50,ZFW48,ZFW53
112,39841000,39965000,124000,ZFW48,ZFW53,ZFW37
112,39965000,40266782,301782,ZFW53,ZFW37,TRACOND10
112,40266782,41059000,792218,TRACOND10,KDFW,XXXX
113,34320000,35154782,834782,XXXX,KDSM,TRACONTKDSM
113,35154782,35504000,349218,TRACONTKDSM,ZMP27,ZKC26
113,35504000,36397000,893000,ZMP27,ZKC26,ZKC02
113,36397000,37139000,742000,ZKC26,ZKC02,ZKC27
113,37139000,37903000,764000,ZKC02,ZKC27,ZFW50
113,37903000,38626000,723000,ZKC27,ZFW50,ZFW48
113,38626000,39058000,432000,ZFW50,ZFW48,ZFW53
113,39058000,39176000,118000,ZFW48,ZFW53,ZFW37
113,39176000,39485782,309782,ZFW53,ZFW37,TRACOND10
113,39485782,40280000,794218,TRACOND10,KDFW,XXXX
114,35973000,39937000,3964000,XXXX,MMLO,TRACONTMMLO
114,39937000,39940000,3000,TRACONTMMLO,Unknown,ZHU59
114,39940000,40787000,847000,Unknown,ZHU59,ZHU76
114,40787000,41289000,502000,ZHU59,ZHU76,ZHU74
114,41289000,42027000,738000,ZHU76,ZHU74,ZFW65
114,42027000,42171000,144000,ZHU74,ZFW65,ZFW62
114,42171000,42598782,427782,ZFW65,ZFW62,TRACOND10
114,42598782,43475000,876218,TRACOND10,KDFW,XXXX
115,30600000,31434782,834782,XXXX,KCAE,TRACONTKCAE
115,31434782,31438000,3218,TRACONTKCAE,ZTLAG,ZTL24
115,31438000,31806000,368000,ZTLAG,ZTL24,ZTL20
115,31806000,32160000,354000,ZTL24,ZTL20,ZTL23
115,32160000,32332000,172000,ZTL20,ZTL23,ZTL27
115,32332000,32790000,458000,ZTL23,ZTL27,ZTL08
115,32790000,33317000,527000,ZTL27,ZTL08,ZTL02
115,33317000,34048000,731000,ZTL08,ZTL02,ZME43
115,34048000,35598000,1550000,ZTL02,ZME43,ZFW92
115,35598000,36162000,564000,ZME43,ZFW92,ZFW86
115,36162000,36937000,775000,ZFW92,ZFW86,ZFW71
115,36937000,37366000,429000,ZFW86,ZFW71,ZFW83
115,37366000,37464000,98000,ZFW71,ZFW83,ZFW29
115,37464000,37743282,279282,ZFW83,ZFW29,TRACOND10
115,37743282,38573000,829718,TRACOND10,KDFW,XXXX
116,38520000,39354782,834782,XXXX,KBTR,TRACONTKBTR
116,39354782,39379000,24218,TRACONTKBTR,ZHULF,ZHU40
116,39379000,39718000,339000,ZHULF,ZHU40,ZHU42
116,39718000,40295000,577000,ZHU40,ZHU42,ZFW86
116,40295000,40688000,393000,ZHU42,ZFW86,ZFW89
116,40688000,41251000,563000,ZFW86,ZFW89,ZFW29
116,41251000,41667782,416782,ZFW89,ZFW29,TRACOND10
116,41667782,42506000,838218,TRACOND10,KDFW,XXXX
117,38280000,39114782,834782,XXXX,KMAF,TRACONTKMAF
117,39114782,39431000,316218,TRACONTKMAF,ZFW40,ZFW82
117,39431000,39878000,447000,ZFW40,ZFW82,ZFW65
117,39878000,40676000,798000,ZFW82,ZFW65,ZFW62
117,40676000,40951782,275782,ZFW65,ZFW62,TRACOND10
117,40951782,41913000,961218,TRACOND10,KDFW,XXXX
118,33480000,34314782,834782,XXXX,KMKE,TRACONTKMKE
118,34314782,34405000,90218,TRACONTKMKE,ZAUOR,ZAU62
118,34405000,34536000,131000,ZAUOR,ZAU62,ZAU44
118,34536000,34685000,149000,ZAU62,ZAU44,ZAU83
118,34685000,35028000,343000,ZAU44,ZAU83,ZAU45
118,35028000,35693000,665000,ZAU83,ZAU45,ZKC94
118,35693000,36713000,1020000,ZAU45,ZKC94,ZKC31
118,36713000,38026000,1313000,ZKC94,ZKC31,ZME19
118,38026000,39081000,1055000,ZKC31,ZME19,ZFW42
118,39081000,39713000,632000,ZME19,ZFW42,ZFW37
118,39713000,40058282,345282,ZFW42,ZFW37,TRACOND10
118,40058282,40809000,750718,TRACOND10,KDFW,XXXX
119,37200000,38034782,834782,XXXX,KLIT,TRACONTKLIT
119,38034782,38402000,367218,TRACONTKLIT,ZME01,ZME21
119,38402000,38617000,215000,ZME01,ZME21,ZFW42
119,38617000,39412000,795000,ZME21,ZFW42,ZFW37
119,39412000,39882282,470282,ZFW42,ZFW37,TRACOND10
119,39882282,40536000,653718,TRACOND10,KDFW,XXXX
120,39780000,40680000,900000,XXXX,KGRK,TRACONTKGRK
120,40680000,40699000,19000,TRACONTKGRK,ZFWGR,ZFW97
120,40699000,40975000,276000,ZFWGR,ZFW97,ZFWAC
120,40975000,41458000,483000,ZFW97,ZFWAC,ZFW97
120,41458000,41658000,200000,ZFWAC,ZFW97,TRACOND10
120,41658000,42321000,663000,TRACOND10,KDFW,XXXX
121,38100000,39000000,900000,XXXX,KTYR,TRACONTKTYR
121,39000000,39869000,869000,TRACONTKTYR,ZFW25,TRACOND10
121,39869000,40084000,215000,TRACOND10,KDFW,XXXX
122,39120000,40020000,900000,XXXX,KSJT,TRACONTKSJT
122,40020000,40865000,845000,TRACONTKSJT,ZFW63,ZFW62
122,40865000,41786000,921000,ZFW63,ZFW62,ZFW97
122,41786000,41991000,205000,ZFW62,ZFW97,TRACOND10
122,41991000,42953000,962000,TRACOND10,KDFW,XXXX
123,37740000,38640000,900000,XXXX,KMLU,TRACONTKMLU
123,38640000,38661000,21000,TRACONTKMLU,ZFWML,ZFWBD
123,38661000,38766000,105000,ZFWML,ZFWBD,ZFW30
123,38766000,40202000,1436000,ZFWBD,ZFW30,ZFW83
123,40202000,40911000,709000,ZFW30,ZFW83,ZFW26
123,40911000,40990000,79000,ZFW83,ZFW26,ZFW25
123,40990000,41090000,100000,ZFW26,ZFW25,TRACOND10
123,41090000,42080000,990000,TRACOND10,KDFW,XXXX
124,840000,32052000,31212000,XXXX,EDDP,TRACONTEDDP
124,32052000,33621000,1569000,TRACONTEDDP,ZMP13,ZMP25
124,33621000,33926000,305000,ZMP13,ZMP25,ZMP11
124,33926000,34799000,873000,ZMP25,ZMP11,ZMP18
124,34799000,35745000,946000,ZMP11,ZMP18,ZMP30
124,35745000,36459000,714000,ZMP18,ZMP30,ZMP38
124,36459000,36835000,376000,ZMP30,ZMP38,ZMP39
124,36835000,37337000,502000,ZMP38,ZMP39,ZKC24
124,37337000,38060000,723000,ZMP39,ZKC24,ZKC02
124,38060000,38680000,620000,ZKC24,ZKC02,ZKC06
124,38680000,39308000,628000,ZKC02,ZKC06,ZKC27
124,39308000,39546000,238000,ZKC06,ZKC27,ZFW49
124,39546000,39836000,290000,ZKC27,ZFW49,ZFW48
124,39836000,40312000,476000,ZFW49,ZFW48,ZFW75
124,40312000,40678041,366041,ZFW48,ZFW75,TRACOND10
124,40678041,41315000,636959,TRACOND10,KDFW,XXXX
125,39043000,43502000,4459000,XXXX,MMGL,TRACONTMMGL
125,43502000,44387000,885000,TRACONTMMGL,ZHU59,ZHU76
125,44387000,44869000,482000,ZHU59,ZHU76,ZHU74
125,44869000,45595000,726000,ZHU76,ZHU74,ZFW65
125,45595000,45827000,232000,ZHU74,ZFW65,ZFW62
125,45827000,46179782,352782,ZFW65,ZFW62,TRACOND10
125,46179782,47052000,872218,TRACOND10,KDFW,XXXX
126,36852000,37686782,834782,XXXX,KIND,TRACONTKIND
126,37686782,37743000,56218,TRACONTKIND,ZIDIN,ZID18
126,37743000,37986000,243000,ZIDIN,ZID18,ZID17
126,37986000,38192000,206000,ZID18,ZID17,ZID81
126,38192000,38736000,544000,ZID17,ZID81,ZME63
126,38736000,39053000,317000,ZID81,ZME63,ZME25
126,39053000,40200000,1147000,ZME63,ZME25,ZME21
126,40200000,41540000,1340000,ZME25,ZME21,ZFW42
126,41540000,42536000,996000,ZME21,ZFW42,ZFW37
126,42536000,43003282,467282,ZFW42,ZFW37,TRACOND10
126,43003282,43436000,432718,TRACOND10,KDFW,XXXX
127,36096000,36930782,834782,XXXX,KRDU,TRACONTKRDU
127,36930782,37057000,126218,TRACONTKRDU,ZTLGO,ZTL29
127,37057000,37388000,331000,ZTLGO,ZTL29,ZTL47
127,37388000,37474000,86000,ZTL29,ZTL47,ZTL33
127,37474000,37587000,113000,ZTL47,ZTL33,ZTL43
127,37587000,38469000,882000,ZTL33,ZTL43,ZTL39
127,38469000,38933000,464000,ZTL43,ZTL39,ZTL37
127,38933000,39228000,295000,ZTL39,ZTL37,ZME62
127,39228000,39947000,719000,ZTL37,ZME62,ZME31
127,39947000,40714000,767000,ZME62,ZME31,ZME26
127,40714000,41457000,743000,ZME31,ZME26,ZME21
127,41457000,42686000,1229000,ZME26,ZME21,ZFW42
127,42686000,43680000,994000,ZME21,ZFW42,ZFW37
127,43680000,44141782,461782,ZFW42,ZFW37,TRACOND10
127,44141782,44579000,437218,TRACOND10,KDFW,XXXX
128,41832000,42666782,834782,XXXX,KSAT,TRACONTKSAT
128,42666782,43213000,546218,TRACONTKSAT,ZHU50,ZHU74
128,43213000,43322000,109000,ZHU50,ZHU74,ZFW65
128,43322000,43557000,235000,ZHU74,ZFW65,ZHU74
128,43557000,43681000,124000,ZFW65,ZHU74,ZFW65
128,43681000,43914000,233000,ZHU74,ZFW65,ZHU74
128,43914000,44039000,125000,ZFW65,ZHU74,ZFW65
128,44039000,44292000,253000,ZHU74,ZFW65,ZFW62
128,44292000,44645282,353282,ZFW65,ZFW62,TRACOND10
128,44645282,44740000,94718,TRACOND10,KDFW,XXXX
129,34758000,35592782,834782,XXXX,KPIT,TRACONTKPIT
129,35592782,35876000,283218,TRACONTKPIT,ZOB62,ZID30
129,35876000,36098000,222000,ZOB62,ZID30,ZID87
129,36098000,36442000,344000,ZID30,ZID87,ZID88
129,36442000,37217000,775000,ZID87,ZID88,ZID66
129,37217000,37981000,764000,ZID88,ZID66,ZID81
129,37981000,38770000,789000,ZID66,ZID81,ZME63
129,38770000,39094000,324000,ZID81,ZME63,ZME25
129,39094000,40266000,1172000,ZME63,ZME25,ZME21
129,40266000,41637000,1371000,ZME25,ZME21,ZFW42
129,41637000,42342000,705000,ZME21,ZFW42,ZFW50
129,42342000,42417000,75000,ZFW42,ZFW50,ZFW48
129,42417000,42633000,216000,ZFW50,ZFW48,ZFW42
129,42633000,42757000,124000,ZFW48,ZFW42,ZFW37
129,42757000,43211782,454782,ZFW42,ZFW37,TRACOND10
129,43211782,43542000,330218,TRACOND10,KDFW,XXXX
130,41088000,41922782,834782,XXXX,KMSY,TRACONTKMSY
130,41922782,41926000,3218,TRACONTKMSY,ZHUMS,ZHU34
130,41926000,42465000,539000,ZHUMS,ZHU34,ZHU42
130,42465000,43349000,884000,ZHU34,ZHU42,ZFW86
130,43349000,43772000,423000,ZHU42,ZFW86,ZFW89
130,43772000,44018000,246000,ZFW86,ZFW89,ZFW86
130,44018000,44131000,113000,ZFW89,ZFW86,ZFW71
130,44131000,44728000,597000,ZFW86,ZFW71,ZFW83
130,44728000,44891000,163000,ZFW71,ZFW83,ZFW29
130,44891000,45152282,261282,ZFW83,ZFW29,TRACOND10
130,45152282,45558000,405718,TRACOND10,KDFW,XXXX
131,38850000,39684782,834782,XXXX,KATL,TRACONTKATL
131,39684782,39688000,3218,TRACONTKATL,ZTL01,ZTL04
131,39688000,40229000,541000,ZTL01,ZTL04,ZTL03
131,40229000,40717000,488000,ZTL04,ZTL03,ZME30
131,40717000,41699000,982000,ZTL03,ZME30,ZME45
131,41699000,42467000,768000,ZME30,ZME45,ZFW92
131,42467000,43006000,539000,ZME45,ZFW92,ZFW86
131,43006000,43712000,706000,ZFW92,ZFW86,ZFW71
131,43712000,43945000,233000,ZFW86,ZFW71,ZFW90
131,43945000,44348000,403000,ZFW71,ZFW90,ZFW71
131,44348000,44529000,181000,ZFW90,ZFW71,ZFW83
131,44529000,44631000,102000,ZFW71,ZFW83,ZFW29
131,44631000,44737000,106000,ZFW83,ZFW29,ZFWDF
131,44737000,44822282,85282,ZFW29,ZFWDF,TRACOND10
131,44822282,45351000,528718,TRACOND10,KDFW,XXXX
132,32970000,33804782,834782,XXXX,KPHL,TRACONTKPHL
132,33804782,33808000,3218,TRACONTKPHL,ZNYPH,ZNY25
132,33808000,33973000,165000,ZNYPH,ZNY25,ZNY26
132,33973000,34113000,140000,ZNY25,ZNY26,ZNY25
132,34113000,34360000,247000,ZNY26,ZNY25,ZDC06
132,34360000,34460000,100000,ZNY25,ZDC06,ZDC04
132,34460000,34826000,366000,ZDC06,ZDC04,ZDC03
132,34826000,35721000,895000,ZDC04,ZDC03,ZID85
132,35721000,36682000,961000,ZDC03,ZID85,ZID83
132,36682000,37344000,662000,ZID85,ZID83,ZID84
132,37344000,37854000,510000,ZID83,ZID84,ZME63
132,37854000,38743000,889000,ZID84,ZME63,ZME26
132,38743000,39991000,1248000,ZME63,ZME26,ZME21
132,39991000,41303000,1312000,ZME26,ZME21,ZFW42
132,41303000,42154000,851000,ZME21,ZFW42,ZFW37
132,42154000,42611782,457782,ZFW42,ZFW37,TRACOND10
132,42611782,43214000,602218,TRACOND10,KDFW,XXXX
133,44160000,44994782,834782,XXXX,KAUS,TRACONTKAUS
133,44994782,45071000,76218,TRACONTKAUS,ZFWGR,ZHU50
133,45071000,45411000,340000,ZFWGR,ZHU50,ZFW62
133,45411000,45769000,358000,ZHU50,ZFW62,ZFW96
133,45769000,45985000,216000,ZFW62,ZFW96,ZFW62
133,45985000,46273782,288782,ZFW96,ZFW62,TRACOND10
133,46273782,46909000,635218,TRACOND10,KDFW,XXXX
134,30204000,31038782,834782,XXXX,KBDL,TRACONTKBDL
134,31038782,31229000,190218,TRACONTKBDL,ZBW06,ZBW20
134,31229000,31436000,207000,ZBW06,ZBW20,ZNY42
134,31436000,32206000,770000,ZBW20,ZNY42,ZNY10
134,32206000,32846000,640000,ZNY42,ZNY10,ZDC04
134,32846000,33293000,447000,ZNY10,ZDC04,ZDC42
134,33293000,34164000,871000,ZDC04,ZDC42,ZID79
134,34164000,35097000,933000,ZDC42,ZID79,ZID93
134,35097000,35741000,644000,ZID79,ZID93,ZID94
134,35741000,36237000,496000,ZID93,ZID94,ZME63
134,36237000,37100000,863000,ZID94,ZME63,ZME26
134,37100000,38313000,1213000,ZME63,ZME26,ZME21
134,38313000,39589000,1276000,ZME26,ZME21,ZFW42
134,39589000,40358000,769000,ZME21,ZFW42,ZFW37
134,40358000,40706782,348782,ZFW42,ZFW37,TRACOND10
134,40706782,41465000,758218,TRACOND10,KDFW,XXXX
135,34980000,35814782,834782,XXXX,KRIC,TRACONTKRIC
135,35814782,35933000,118218,TRACONTKRIC,ZDC14,ZDC21
135,35933000,36007000,74000,ZDC14,ZDC21,ZDC31
135,36007000,36198000,191000,ZDC21,ZDC31,ZDC60
135,36198000,36322000,124000,ZDC31,ZDC60,ZDC32
135,36322000,36457000,135000,ZDC60,ZDC32,ZDC52
135,36457000,36851000,394000,ZDC32,ZDC52,ZTL43
135,36851000,38043000,1192000,ZDC52,ZTL43,ZTL39
135,38043000,38547000,504000,ZTL43,ZTL39,ZTL37
135,38547000,38844000,297000,ZTL39,ZTL37,ZME62
135,38844000,39564000,720000,ZTL37,ZME62,ZME31
135,39564000,40338000,774000,ZME62,ZME31,ZME26
135,40338000,41082000,744000,ZME31,ZME26,ZME21
135,41082000,42309000,1227000,ZME26,ZME21,ZFW42
135,42309000,43049000,740000,ZME21,ZFW42,ZFW48
135,43049000,43242000,193000,ZFW42,ZFW48,ZFW42
135,43242000,43388000,146000,ZFW48,ZFW42,ZFW37
135,43388000,43841782,453782,ZFW42,ZFW37,TRACOND10
135,43841782,44217000,375218,TRACOND10,KDFW,XXXX
136,41640000,42474782,834782,XXXX,KTUL,TRACONTKTUL
136,42474782,43811000,1336218,TRACONTKTUL,ZFW38,ZFW37
136,43811000,44382282,571282,ZFW38,ZFW37,TRACOND10
136,44382282,44736000,353718,TRACOND10,KDFW,XXXX
137,37674000,38508782,834782,XXXX,KSLC,TRACONTKSLC
137,38508782,39333000,824218,TRACONTKSLC,ZLC03,ZDV14
137,39333000,39470000,137000,ZLC03,ZDV14,ZDV03
137,39470000,40147000,677000,ZDV14,ZDV03,ZDV05
137,40147000,40535000,388000,ZDV03,ZDV05,ZDV25
137,40535000,40984000,449000,ZDV05,ZDV25,ZDV29
137,40984000,42074000,1090000,ZDV25,ZDV29,ZAB71
137,42074000,42866000,792000,ZDV29,ZAB71,ZAB97
137,42866000,43806000,940000,ZAB71,ZAB97,ZFW47
137,43806000,44605000,799000,ZAB97,ZFW47,ZFW94
137,44605000,45024000,419000,ZFW47,ZFW94,ZFW75
137,45024000,45468782,444782,ZFW94,ZFW75,TRACOND10
137,45468782,45844000,375218,TRACOND10,KDFW,XXXX
138,36720000,37554782,834782,XXXX,KRSW,TRACONTKRSW
138,37554782,38837000,1282218,TRACONTKRSW,ZMA08,ZJX30
138,38837000,40186000,1349000,ZMA08,ZJX30,ZHU24
138,40186000,41166000,980000,ZJX30,ZHU24,ZHU37
138,41166000,41576000,410000,ZHU24,ZHU37,ZHU70
138,41576000,41880000,304000,ZHU37,ZHU70,ZHU81
138,41880000,42898000,1018000,ZHU70,ZHU81,ZFW86
138,42898000,43707000,809000,ZHU81,ZFW86,ZFW89
138,43707000,44324000,617000,ZFW86,ZFW89,ZFW29
138,44324000,44671782,347782,ZFW89,ZFW29,TRACOND10
138,44671782,45030000,358218,TRACOND10,KDFW,XXXX
139,36696000,37530782,834782,XXXX,KPBI,TRACONTKPBI
139,37530782,37735000,204218,TRACONTKPBI,ZMA22,ZMA46
