**flightid,entryTime(milliseconds),exitTime(milliseconds),transitTime(milliseconds),upperStreamSector,currentSector,downStreamSector
768,72474782,72518000,43218,TRACONTKGSP,ZTL18,ZTL49
768,72518000,72815000,297000,ZTL18,ZTL49,ZTL50
768,72815000,73045000,230000,ZTL49,ZTL50,ZTL39
768,73045000,73250000,205000,ZTL50,ZTL39,ZTL36
768,73250000,73420000,170000,ZTL39,ZTL36,ZTL02
768,73420000,74764000,1344000,ZTL36,ZTL02,ZME32
768,74764000,76054000,1290000,ZTL02,ZME32,ZME43
768,76054000,77031000,977000,ZME32,ZME43,ZFW92
768,77031000,77715000,684000,ZME43,ZFW92,ZFW86
768,77715000,78387000,672000,ZFW92,ZFW86,ZFW89
768,78387000,78462000,75000,ZFW86,ZFW89,ZFW86
768,78462000,78665000,203000,ZFW89,ZFW86,ZFW89
768,78665000,78738000,73000,ZFW86,ZFW89,ZFW86
768,78738000,78943000,205000,ZFW89,ZFW86,ZFW89
768,78943000,79011000,68000,ZFW86,ZFW89,ZFW86
768,79011000,79213000,202000,ZFW89,ZFW86,ZFW89
768,79213000,79281000,68000,ZFW86,ZFW89,ZFW86
768,79281000,79483000,202000,ZFW89,ZFW86,ZFW89
768,79483000,80361000,878000,ZFW86,ZFW89,ZFW29
768,80361000,80672282,311282,ZFW89,ZFW29,TRACOND10
768,80672282,80520000,-152282,TRACOND10,KDFW,XXXX
769,72900000,73734782,834782,XXXX,KEVV,TRACONTKEVV
769,73734782,73775000,40218,TRACONTKEVV,ZKC56,ZKC54
769,73775000,74095000,320000,ZKC56,ZKC54,ZME63
769,74095000,74219000,124000,ZKC54,ZME63,ZME25
769,74219000,74493000,274000,ZME63,ZME25,ZME24
769,74493000,75460000,967000,ZME25,ZME24,ZME20
769,75460000,76885000,1425000,ZME24,ZME20,ZFW42
769,76885000,77022000,137000,ZME20,ZFW42,ZME20
769,77022000,77252000,230000,ZFW42,ZME20,ZFW42
769,77252000,77390000,138000,ZME20,ZFW42,ZME20
769,77390000,77620000,230000,ZFW42,ZME20,ZFW42
769,77620000,77752000,132000,ZME20,ZFW42,ZME20
769,77752000,77983000,231000,ZFW42,ZME20,ZFW42
769,77983000,78793000,810000,ZME20,ZFW42,ZFW37
769,78793000,79187782,394782,ZFW42,ZFW37,TRACOND10
769,79187782,78866000,-321782,TRACOND10,KDFW,XXXX
770,72060000,72894782,834782,XXXX,KCAE,TRACONTKCAE
770,72894782,72898000,3218,TRACONTKCAE,ZTLAG,ZTL24
770,72898000,73215000,317000,ZTLAG,ZTL24,ZTL20
770,73215000,73651000,436000,ZTL24,ZTL20,ZTL23
770,73651000,73846000,195000,ZTL20,ZTL23,ZTL27
770,73846000,74296000,450000,ZTL23,ZTL27,ZTL08
770,74296000,74807000,511000,ZTL27,ZTL08,ZTL02
770,74807000,75528000,721000,ZTL08,ZTL02,ZME43
770,75528000,77047000,1519000,ZTL02,ZME43,ZFW92
770,77047000,77599000,552000,ZME43,ZFW92,ZFW86
770,77599000,79165000,1566000,ZFW92,ZFW86,ZFW89
770,79165000,79903000,738000,ZFW86,ZFW89,ZFW29
770,79903000,80186282,283282,ZFW89,ZFW29,TRACOND10
770,80186282,80071000,-115282,TRACOND10,KDFW,XXXX
771,77982000,78816782,834782,XXXX,KHOU,TRACONTKHOU
771,78816782,78931000,114218,TRACONTKHOU,ZHUIA,ZHU86
771,78931000,79134000,203000,ZHUIA,ZHU86,ZHU46
771,79134000,80785000,1651000,ZHU86,ZHU46,ZFW89
771,80785000,81208000,423000,ZHU46,ZFW89,ZFW29
771,81208000,81461782,253782,ZFW89,ZFW29,TRACOND10
771,81461782,81276000,-185782,TRACOND10,KDFW,XXXX
772,77880000,78714782,834782,XXXX,KLRD,TRACONTKLRD
772,78714782,79034000,319218,TRACONTKLRD,ZHU93,ZHU59
772,79034000,79272000,238000,ZHU93,ZHU59,ZHU76
772,79272000,79799000,527000,ZHU59,ZHU76,ZHU74
772,79799000,81507000,1708000,ZHU76,ZHU74,ZFW65
772,81507000,81805000,298000,ZHU74,ZFW65,ZFW62
772,81805000,82089282,284282,ZFW65,ZFW62,TRACOND10
772,82089282,82208000,118718,TRACOND10,KDFW,XXXX
773,77700000,78534782,834782,XXXX,KMAF,TRACONTKMAF
773,78534782,78898000,363218,TRACONTKMAF,ZFW40,ZFW82
773,78898000,80221000,1323000,ZFW40,ZFW82,ZFW65
773,80221000,80817000,596000,ZFW82,ZFW65,ZFW62
773,80817000,81237782,420782,ZFW65,ZFW62,TRACOND10
773,81237782,81225000,-12782,TRACOND10,KDFW,XXXX
774,78000000,78834782,834782,XXXX,KFSM,TRACONTKFSM
774,78834782,78968000,133218,TRACONTKFSM,ZME02,ZFW27
774,78968000,79319000,351000,ZME02,ZFW27,ZFW38
774,79319000,79447000,128000,ZFW27,ZFW38,ZFW27
774,79447000,79592000,145000,ZFW38,ZFW27,ZFW38
774,79592000,79717000,125000,ZFW27,ZFW38,ZFW27
774,79717000,79862000,145000,ZFW38,ZFW27,ZFW38
774,79862000,79985000,123000,ZFW27,ZFW38,ZFW27
774,79985000,80140000,155000,ZFW38,ZFW27,ZFW38
774,80140000,80216000,76000,ZFW27,ZFW38,ZFW42
774,80216000,80908000,692000,ZFW38,ZFW42,ZFW37
774,80908000,81338282,430282,ZFW42,ZFW37,TRACOND10
774,81338282,80855000,-483282,TRACOND10,KDFW,XXXX
775,77040000,77874782,834782,XXXX,KXNA,TRACONTKXNA
775,77874782,77989000,114218,TRACONTKXNA,ZMEFS,ZME02
775,77989000,78193000,204000,ZMEFS,ZME02,ZME22
775,78193000,78442000,249000,ZME02,ZME22,ZFW42
775,78442000,78556000,114000,ZME22,ZFW42,ZME22
775,78556000,78777000,221000,ZFW42,ZME22,ZFW42
775,78777000,78891000,114000,ZME22,ZFW42,ZME22
775,78891000,79109000,218000,ZFW42,ZME22,ZFW42
775,79109000,79223000,114000,ZME22,ZFW42,ZME22
775,79223000,79441000,218000,ZFW42,ZME22,ZFW42
775,79441000,80114000,673000,ZME22,ZFW42,ZFW37
775,80114000,80475782,361782,ZFW42,ZFW37,TRACOND10
775,80475782,80336000,-139782,TRACOND10,KDFW,XXXX
776,69720000,70554782,834782,XXXX,KGSO,TRACONTKGSO
776,70554782,70584000,29218,TRACONTKGSO,ZTL48,ZTL47
776,70584000,70929000,345000,ZTL48,ZTL47,ZTL43
776,70929000,71143000,214000,ZTL47,ZTL43,ZTL42
776,71143000,71283000,140000,ZTL43,ZTL42,ZTL15
776,71283000,71640000,357000,ZTL42,ZTL15,ZTL40
776,71640000,72141000,501000,ZTL15,ZTL40,ZTL36
776,72141000,72457000,316000,ZTL40,ZTL36,ZME61
776,72457000,73227000,770000,ZTL36,ZME61,ZME32
776,73227000,74049000,822000,ZME61,ZME32,ZME23
776,74049000,74845000,796000,ZME32,ZME23,ZME20
776,74845000,76154000,1309000,ZME23,ZME20,ZFW42
776,76154000,76427000,273000,ZME20,ZFW42,ZME20
776,76427000,76522000,95000,ZFW42,ZME20,ZFW42
776,76522000,76783000,261000,ZME20,ZFW42,ZME20
776,76783000,76879000,96000,ZFW42,ZME20,ZFW42
776,76879000,77605000,726000,ZME20,ZFW42,ZFW37
776,77605000,78043282,438282,ZFW42,ZFW37,TRACOND10
776,78043282,78139000,95718,TRACOND10,KDFW,XXXX
777,79980000,80814782,834782,XXXX,KAMA,TRACONTKAMA
777,80814782,81176000,361218,TRACONTKAMA,ZAB15,ZFW47
777,81176000,83530000,2354000,ZAB15,ZFW47,ZFW75
777,83530000,83895282,365282,ZFW47,ZFW75,TRACOND10
777,83895282,83289000,-606282,TRACOND10,KDFW,XXXX
778,75000000,75834782,834782,XXXX,KPNS,TRACONTKPNS
778,75834782,75838000,3218,TRACONTKPNS,ZHUMO,ZHU25
778,75838000,76212000,374000,ZHUMO,ZHU25,ZHU63
778,76212000,76565000,353000,ZHU25,ZHU63,ZHU37
778,76565000,77235000,670000,ZHU63,ZHU37,ZHU81
778,77235000,78398000,1163000,ZHU37,ZHU81,ZFW86
778,78398000,79855000,1457000,ZHU81,ZFW86,ZFW89
778,79855000,80412000,557000,ZFW86,ZFW89,ZFW29
778,80412000,80828282,416282,ZFW89,ZFW29,TRACOND10
778,80828282,80630000,-198282,TRACOND10,KDFW,XXXX
779,73680000,74514782,834782,XXXX,KPIA,TRACONTKPIA
779,74514782,74518000,3218,TRACONTKPIA,ZKCSP,ZKC59
779,74518000,74836000,318000,ZKCSP,ZKC59,ZKC84
779,74836000,75323000,487000,ZKC59,ZKC84,ZKC30
779,75323000,75896000,573000,ZKC84,ZKC30,ZKC28
779,75896000,76978000,1082000,ZKC30,ZKC28,ZME19
779,76978000,79113000,2135000,ZKC28,ZME19,ZFW42
779,79113000,79754000,641000,ZME19,ZFW42,ZFW37
779,79754000,80147282,393282,ZFW42,ZFW37,TRACOND10
779,80147282,79789000,-358282,TRACOND10,KDFW,XXXX
780,74820000,75654782,834782,XXXX,KTYS,TRACONTKTYS
780,75654782,75975000,320218,TRACONTKTYS,ZTL41,ZME62
780,75975000,76412000,437000,ZTL41,ZME62,ZME61
780,76412000,76692000,280000,ZME62,ZME61,ZME32
780,76692000,77476000,784000,ZME61,ZME32,ZME23
780,77476000,78256000,780000,ZME32,ZME23,ZME20
780,78256000,79522000,1266000,ZME23,ZME20,ZFW42
780,79522000,79666000,144000,ZME20,ZFW42,ZME20
780,79666000,79829000,163000,ZFW42,ZME20,ZFW42
780,79829000,79965000,136000,ZME20,ZFW42,ZME20
780,79965000,80128000,163000,ZFW42,ZME20,ZFW42
780,80128000,80265000,137000,ZME20,ZFW42,ZME20
780,80265000,80428000,163000,ZFW42,ZME20,ZFW42
780,80428000,80566000,138000,ZME20,ZFW42,ZME20
780,80566000,80731000,165000,ZFW42,ZME20,ZFW42
780,80731000,81538000,807000,ZME20,ZFW42,ZFW37
780,81538000,81916782,378782,ZFW42,ZFW37,TRACOND10
780,81916782,81485000,-431782,TRACOND10,KDFW,XXXX
781,78120000,78954782,834782,XXXX,KTYR,TRACONTKTYR
781,78954782,78958000,3218,TRACONTKTYR,ZFW25,ZFW29
781,78958000,79119282,161282,ZFW25,ZFW29,TRACOND10
781,79119282,79949000,829718,TRACOND10,KDFW,XXXX
782,75000000,75834782,834782,XXXX,KGUC,TRACONTKGUC
782,75834782,75939000,104218,TRACONTKGUC,ZDV12,ZDV36
782,75939000,76034000,95000,ZDV12,ZDV36,ZDV41
782,76034000,76326000,292000,ZDV36,ZDV41,ZDV29
782,76326000,76795000,469000,ZDV41,ZDV29,ZDV30
782,76795000,76972000,177000,ZDV29,ZDV30,ZAB72
782,76972000,77823000,851000,ZDV30,ZAB72,ZAB98
782,77823000,78968000,1145000,ZAB72,ZAB98,ZFW47
782,78968000,80775000,1807000,ZAB98,ZFW47,ZFW75
782,80775000,81228782,453782,ZFW47,ZFW75,TRACOND10
782,81228782,80949000,-279782,TRACOND10,KDFW,XXXX
783,76680000,77514782,834782,XXXX,KLIT,TRACONTKLIT
783,77514782,77882000,367218,TRACONTKLIT,ZME01,ZME21
783,77882000,78097000,215000,ZME01,ZME21,ZFW42
783,78097000,79956000,1859000,ZME21,ZFW42,ZFW37
783,79956000,80409782,453782,ZFW42,ZFW37,TRACOND10
783,80409782,79992000,-417782,TRACOND10,KDFW,XXXX
784,80340000,81240000,900000,XXXX,KLAW,TRACONTKLAW
784,81240000,83398000,2158000,TRACONTKLAW,ZFWSP,ZFW98
784,83398000,83825500,427500,ZFWSP,ZFW98,TRACOND10
784,83825500,82714000,-1111500,TRACOND10,KDFW,XXXX
785,78000000,78900000,900000,XXXX,KSJT,TRACONTKSJT
785,78900000,79520000,620000,TRACONTKSJT,ZFW63,ZFW62
785,79520000,79683000,163000,ZFW63,ZFW62,ZFW63
785,79683000,79744000,61000,ZFW62,ZFW63,ZFW62
785,79744000,80127000,383000,ZFW63,ZFW62,ZFW63
785,80127000,80188000,61000,ZFW62,ZFW63,ZFW62
785,80188000,80347000,159000,ZFW63,ZFW62,ZFW63
785,80347000,80408000,61000,ZFW62,ZFW63,ZFW62
785,80408000,80567000,159000,ZFW63,ZFW62,ZFW63
785,80567000,80628000,61000,ZFW62,ZFW63,ZFW62
785,80628000,81325000,697000,ZFW63,ZFW62,ZFW97
785,81325000,81471500,146500,ZFW62,ZFW97,TRACOND10
785,81471500,81416000,-55500,TRACOND10,KDFW,XXXX
786,77820000,78720000,900000,XXXX,KSPS,TRACONTKSPS
786,78720000,81038500,2318500,TRACONTKSPS,ZFW98,TRACOND10
786,81038500,80085000,-953500,TRACOND10,KDFW,XXXX
787,77280000,78180000,900000,XXXX,KLBB,TRACONTKLBB
787,78180000,78640000,460000,TRACONTKLBB,ZFW64,ZFW34
787,78640000,80754000,2114000,ZFW64,ZFW34,ZFW75
787,80754000,81253000,499000,ZFW34,ZFW75,ZFW98
787,81253000,81428500,175500,ZFW75,ZFW98,TRACOND10
787,81428500,81097000,-331500,TRACOND10,KDFW,XXXX
788,77238000,78027041,789041,XXXX,KMEM,TRACONTKMEM
788,78027041,78509000,481959,TRACONTKMEM,ZME15,ZME21
788,78509000,78961000,452000,ZME15,ZME21,ZME20
788,78961000,79341000,380000,ZME21,ZME20,ZFW42
788,79341000,79493000,152000,ZME20,ZFW42,ZME20
788,79493000,79678000,185000,ZFW42,ZME20,ZFW42
788,79678000,79828000,150000,ZME20,ZFW42,ZME20
788,79828000,80008000,180000,ZFW42,ZME20,ZFW42
788,80008000,80159000,151000,ZME20,ZFW42,ZME20
788,80159000,80340000,181000,ZFW42,ZME20,ZFW42
788,80340000,80912000,572000,ZME20,ZFW42,ZFW37
788,80912000,81520541,608541,ZFW42,ZFW37,TRACOND10
788,81520541,81261000,-259541,TRACOND10,KDFW,XXXX
789,76998000,77832782,834782,XXXX,KDEN,TRACONTKDEN
789,77832782,78010000,177218,TRACONTKDEN,ZDVCO,ZDV42
789,78010000,78255000,245000,ZDVCO,ZDV42,ZDV41
789,78255000,78339000,84000,ZDV42,ZDV41,ZDV29
789,78339000,78685000,346000,ZDV41,ZDV29,ZDV30
789,78685000,79059000,374000,ZDV29,ZDV30,ZAB72
789,79059000,79795000,736000,ZDV30,ZAB72,ZAB98
789,79795000,80708000,913000,ZAB72,ZAB98,ZFW47
789,80708000,82873000,2165000,ZAB98,ZFW47,ZFW75
789,82873000,83329282,456282,ZFW47,ZFW75,TRACOND10
789,83329282,82761000,-568282,TRACOND10,KDFW,XXXX
790,69204000,70038782,834782,XXXX,KIAD,TRACONTKIAD
790,70038782,70078000,39218,TRACONTKIAD,ZDCDI,ZDC05
790,70078000,70465000,387000,ZDCDI,ZDC05,ZDC03
790,70465000,70862000,397000,ZDC05,ZDC03,ZDC42
790,70862000,71048000,186000,ZDC03,ZDC42,ZID95
790,71048000,72008000,960000,ZDC42,ZID95,ZID93
790,72008000,72665000,657000,ZID95,ZID93,ZID94
790,72665000,73170000,505000,ZID93,ZID94,ZME61
790,73170000,74051000,881000,ZID94,ZME61,ZME23
790,74051000,75288000,1237000,ZME61,ZME23,ZME20
790,75288000,77469000,2181000,ZME23,ZME20,ZFW42
790,77469000,78204000,735000,ZME20,ZFW42,ZFW37
790,78204000,78655782,451782,ZFW42,ZFW37,TRACOND10
790,78655782,78478000,-177782,TRACOND10,KDFW,XXXX
791,79680000,80514782,834782,XXXX,KSTL,TRACONTKSTL
791,80514782,80605000,90218,TRACONTKSTL,ZKCST,ZKC53
791,80605000,81061000,456000,ZKCST,ZKC53,ZKC29
791,81061000,81955000,894000,ZKC53,ZKC29,ZME22
791,81955000,84720000,2765000,ZKC29,ZME22,ZFW42
791,84720000,85292000,572000,ZME22,ZFW42,ZFW37
791,85292000,85749782,457782,ZFW42,ZFW37,TRACOND10
791,85749782,84871000,-878782,TRACOND10,KDFW,XXXX
792,78258000,79092782,834782,XXXX,KDEN,TRACONTKDEN
792,79092782,79338000,245218,TRACONTKDEN,ZDVCO,ZDV42
792,79338000,79519000,181000,ZDVCO,ZDV42,ZDV41
792,79519000,79843000,324000,ZDV42,ZDV41,ZDV29
792,79843000,80383000,540000,ZDV41,ZDV29,ZAB71
792,80383000,81179000,796000,ZDV29,ZAB71,ZAB97
792,81179000,82163000,984000,ZAB71,ZAB97,ZFW47
792,82163000,84830000,2667000,ZAB97,ZFW47,ZFW75
792,84830000,85276782,446782,ZFW47,ZFW75,TRACOND10
792,85276782,84261000,-1015782,TRACOND10,KDFW,XXXX
793,75216000,76050782,834782,XXXX,KFLL,TRACONTKFLL
793,76050782,76107000,56218,TRACONTKFLL,ZMAMI,ZMA24
793,76107000,76272000,165000,ZMAMI,ZMA24,ZMA47
793,76272000,76388000,116000,ZMA24,ZMA47,ZMA64
793,76388000,76672000,284000,ZMA47,ZMA64,ZMA25
793,76672000,77209000,537000,ZMA64,ZMA25,ZMA08
793,77209000,78125000,916000,ZMA25,ZMA08,ZJX30
793,78125000,79428000,1303000,ZMA08,ZJX30,ZHU24
793,79428000,80380000,952000,ZJX30,ZHU24,ZHU65
793,80380000,80778000,398000,ZHU24,ZHU65,ZHU70
793,80778000,81074000,296000,ZHU65,ZHU70,ZHU42
793,81074000,82063000,989000,ZHU70,ZHU42,ZFW86
793,82063000,83691000,1628000,ZHU42,ZFW86,ZFW89
793,83691000,84320000,629000,ZFW86,ZFW89,ZFW29
793,84320000,84635282,315282,ZFW89,ZFW29,TRACOND10
793,84635282,84243000,-392282,TRACOND10,KDFW,XXXX
794,77340000,78174782,834782,XXXX,KOMA,TRACONTKOMA
794,78174782,78178000,3218,TRACONTKOMA,ZMPOM,ZMP26
794,78178000,78609000,431000,ZMPOM,ZMP26,ZKC46
794,78609000,78721000,112000,ZMP26,ZKC46,ZKC24
794,78721000,79365000,644000,ZKC46,ZKC24,ZKC02
794,79365000,80002000,637000,ZKC24,ZKC02,ZKC06
794,80002000,80647000,645000,ZKC02,ZKC06,ZKC27
794,80647000,80892000,245000,ZKC06,ZKC27,ZFW49
794,80892000,82244000,1352000,ZKC27,ZFW49,ZFW48
794,82244000,82760000,516000,ZFW49,ZFW48,ZFW75
794,82760000,83214282,454282,ZFW48,ZFW75,TRACOND10
794,83214282,82736000,-478282,TRACOND10,KDFW,XXXX
795,74640000,75474782,834782,XXXX,KCMH,TRACONTKCMH
795,75474782,75855000,380218,TRACONTKCMH,ZID69,ZID26
795,75855000,75986000,131000,ZID69,ZID26,ZID83
795,75986000,76834000,848000,ZID26,ZID83,ZID82
795,76834000,77155000,321000,ZID83,ZID82,ZID84
795,77155000,77370000,215000,ZID82,ZID84,ZME63
795,77370000,77618000,248000,ZID84,ZME63,ZME62
795,77618000,78282000,664000,ZME63,ZME62,ZME26
795,78282000,79715000,1433000,ZME62,ZME26,ZME21
795,79715000,82023000,2308000,ZME26,ZME21,ZFW42
795,82023000,82775000,752000,ZME21,ZFW42,ZFW37
795,82775000,83201782,426782,ZFW42,ZFW37,TRACOND10
795,83201782,82851000,-350782,TRACOND10,KDFW,XXXX
796,75516000,76350782,834782,XXXX,KRDU,TRACONTKRDU
796,76350782,76477000,126218,TRACONTKRDU,ZTLGO,ZTL29
796,76477000,76896000,419000,ZTLGO,ZTL29,ZTL33
796,76896000,77172000,276000,ZTL29,ZTL33,ZTL32
796,77172000,78343000,1171000,ZTL33,ZTL32,ZTL22
796,78343000,78863000,520000,ZTL32,ZTL22,ZTL03
796,78863000,79886000,1023000,ZTL22,ZTL03,ZME30
796,79886000,80844000,958000,ZTL03,ZME30,ZME45
796,80844000,81593000,749000,ZME30,ZME45,ZFW92
796,81593000,82119000,526000,ZME45,ZFW92,ZFW86
796,82119000,84205000,2086000,ZFW92,ZFW86,ZFW89
796,84205000,84917000,712000,ZFW86,ZFW89,ZFW29
796,84917000,85205782,288782,ZFW89,ZFW29,TRACOND10
796,85205782,84439000,-766782,TRACOND10,KDFW,XXXX
797,73740000,74574782,834782,XXXX,KORF,TRACONTKORF
797,74574782,74671000,96218,TRACONTKORF,ZDCOR,ZDC33
797,74671000,75080000,409000,ZDCOR,ZDC33,ZDC38
797,75080000,75239000,159000,ZDC33,ZDC38,ZDC36
797,75239000,75876000,637000,ZDC38,ZDC36,ZTL33
797,75876000,76348000,472000,ZDC36,ZTL33,ZTL43
797,76348000,77296000,948000,ZTL33,ZTL43,ZTL39
797,77296000,77769000,473000,ZTL43,ZTL39,ZTL37
797,77769000,78069000,300000,ZTL39,ZTL37,ZME62
797,78069000,78799000,730000,ZTL37,ZME62,ZME31
797,78799000,79578000,779000,ZME62,ZME31,ZME26
797,79578000,80333000,755000,ZME31,ZME26,ZME21
797,80333000,81574000,1241000,ZME26,ZME21,ZFW42
797,81574000,81699000,125000,ZME21,ZFW42,ZME21
797,81699000,81884000,185000,ZFW42,ZME21,ZFW42
797,81884000,82010000,126000,ZME21,ZFW42,ZME21
797,82010000,82197000,187000,ZFW42,ZME21,ZFW42
797,82197000,82322000,125000,ZME21,ZFW42,ZME21
797,82322000,82510000,188000,ZFW42,ZME21,ZFW42
797,82510000,82636000,126000,ZME21,ZFW42,ZME21
797,82636000,82824000,188000,ZFW42,ZME21,ZFW42
797,82824000,83581000,757000,ZME21,ZFW42,ZFW37
797,83581000,84008282,427282,ZFW42,ZFW37,TRACOND10
797,84008282,83484000,-524282,TRACOND10,KDFW,XXXX
798,74520000,75354782,834782,XXXX,KRIC,TRACONTKRIC
798,75354782,75473000,118218,TRACONTKRIC,ZDC14,ZDC21
798,75473000,75547000,74000,ZDC14,ZDC21,ZDC31
798,75547000,75738000,191000,ZDC21,ZDC31,ZDC60
798,75738000,75862000,124000,ZDC31,ZDC60,ZDC32
798,75862000,75997000,135000,ZDC60,ZDC32,ZDC52
798,75997000,76398000,401000,ZDC32,ZDC52,ZTL42
798,76398000,77609000,1211000,ZDC52,ZTL42,ZTL39
798,77609000,78122000,513000,ZTL42,ZTL39,ZTL37
798,78122000,78423000,301000,ZTL39,ZTL37,ZME62
798,78423000,79156000,733000,ZTL37,ZME62,ZME31
798,79156000,79942000,786000,ZME62,ZME31,ZME26
798,79942000,80698000,756000,ZME31,ZME26,ZME21
798,80698000,81944000,1246000,ZME26,ZME21,ZFW42
798,81944000,82050000,106000,ZME21,ZFW42,ZME21
798,82050000,82231000,181000,ZFW42,ZME21,ZFW42
798,82231000,82337000,106000,ZME21,ZFW42,ZME21
798,82337000,82511000,174000,ZFW42,ZME21,ZFW42
798,82511000,82617000,106000,ZME21,ZFW42,ZME21
798,82617000,82792000,175000,ZFW42,ZME21,ZFW42
798,82792000,82899000,107000,ZME21,ZFW42,ZME21
798,82899000,83075000,176000,ZFW42,ZME21,ZFW42
798,83075000,83182000,107000,ZME21,ZFW42,ZME21
798,83182000,83359000,177000,ZFW42,ZME21,ZFW42
798,83359000,84106000,747000,ZME21,ZFW42,ZFW37
798,84106000,84552782,446782,ZFW42,ZFW37,TRACOND10
798,84552782,83857000,-695782,TRACOND10,KDFW,XXXX
799,69342000,70176782,834782,XXXX,KBOS,TRACONTKBOS
799,70176782,70180000,3218,TRACONTKBOS,ZBWBD,ZBW47
799,70180000,70257000,77000,ZBWBD,ZBW47,ZBW36
799,70257000,70514000,257000,ZBW47,ZBW36,ZBW38
799,70514000,71181000,667000,ZBW36,ZBW38,ZBW10
799,71181000,71274000,93000,ZBW38,ZBW10,ZBW09
799,71274000,71960000,686000,ZBW10,ZBW09,ZOB37
799,71960000,72411000,451000,ZBW09,ZOB37,ZOB36
799,72411000,72780000,369000,ZOB37,ZOB36,ZOB77
799,72780000,73573000,793000,ZOB36,ZOB77,ZOB48
799,73573000,74509000,936000,ZOB77,ZOB48,ZID88
799,74509000,75253000,744000,ZOB48,ZID88,ZID66
799,75253000,75982000,729000,ZID88,ZID66,ZID81
799,75982000,76735000,753000,ZID66,ZID81,ZME63
799,76735000,77044000,309000,ZID81,ZME63,ZME25
799,77044000,78164000,1120000,ZME63,ZME25,ZME21
799,78164000,80502000,2338000,ZME25,ZME21,ZFW42
799,80502000,81261000,759000,ZME21,ZFW42,ZFW37
799,81261000,81653282,392282,ZFW42,ZFW37,TRACOND10
799,81653282,81348000,-305282,TRACOND10,KDFW,XXXX
800,75360000,76194782,834782,XXXX,KSAN,TRACONTKSAN
800,76194782,76738000,543218,TRACONTKSAN,ZLA09,ZLA31
800,76738000,77246000,508000,ZLA09,ZLA31,ZAB65
800,77246000,78758000,1512000,ZLA31,ZAB65,ZAB90
800,78758000,79432000,674000,ZAB65,ZAB90,ZAB50
800,79432000,79513000,81000,ZAB90,ZAB50,ZAB68
800,79513000,80412000,899000,ZAB50,ZAB68,ZAB94
800,80412000,81039000,627000,ZAB68,ZAB94,ZAB87
800,81039000,82131000,1092000,ZAB94,ZAB87,ZFW93
800,82131000,82933000,802000,ZAB87,ZFW93,ZFW47
800,82933000,85435000,2502000,ZFW93,ZFW47,ZFW75
800,85435000,85882282,447282,ZFW47,ZFW75,TRACOND10
800,85882282,84925000,-957282,TRACOND10,KDFW,XXXX
801,73938000,74772782,834782,XXXX,KPIT,TRACONTKPIT
801,74772782,75056000,283218,TRACONTKPIT,ZOB62,ZID30
801,75056000,75278000,222000,ZOB62,ZID30,ZID87
801,75278000,75622000,344000,ZID30,ZID87,ZID88
801,75622000,76381000,759000,ZID87,ZID88,ZID66
801,76381000,77128000,747000,ZID88,ZID66,ZID81
801,77128000,77900000,772000,ZID66,ZID81,ZME63
801,77900000,78217000,317000,ZID81,ZME63,ZME25
801,78217000,79363000,1146000,ZME63,ZME25,ZME21
801,79363000,80704000,1341000,ZME25,ZME21,ZFW42
801,80704000,80773000,69000,ZME21,ZFW42,ZME21
801,80773000,81015000,242000,ZFW42,ZME21,ZFW42
801,81015000,81086000,71000,ZME21,ZFW42,ZME21
801,81086000,81329000,243000,ZFW42,ZME21,ZFW42
801,81329000,81400000,71000,ZME21,ZFW42,ZME21
801,81400000,81645000,245000,ZFW42,ZME21,ZFW42
801,81645000,82392000,747000,ZME21,ZFW42,ZFW37
801,82392000,82811282,419282,ZFW42,ZFW37,TRACOND10
801,82811282,82599000,-212282,TRACOND10,KDFW,XXXX
802,73410000,74244782,834782,XXXX,KPHL,TRACONTKPHL
802,74244782,74248000,3218,TRACONTKPHL,ZNYPH,ZNY25
802,74248000,74413000,165000,ZNYPH,ZNY25,ZNY26
802,74413000,74553000,140000,ZNY25,ZNY26,ZNY25
802,74553000,74800000,247000,ZNY26,ZNY25,ZDC06
802,74800000,75085000,285000,ZNY25,ZDC06,ZDC15
802,75085000,75365000,280000,ZDC06,ZDC15,ZDC05
802,75365000,75601000,236000,ZDC15,ZDC05,ZDC03
802,75601000,76146000,545000,ZDC05,ZDC03,ZID85
802,76146000,77098000,952000,ZDC03,ZID85,ZID83
802,77098000,77754000,656000,ZID85,ZID83,ZID84
802,77754000,78260000,506000,ZID83,ZID84,ZME63
802,78260000,79141000,881000,ZID84,ZME63,ZME26
802,79141000,80377000,1236000,ZME63,ZME26,ZME21
802,80377000,81678000,1301000,ZME26,ZME21,ZFW42
802,81678000,81832000,154000,ZME21,ZFW42,ZME21
802,81832000,81981000,149000,ZFW42,ZME21,ZFW42
802,81981000,82131000,150000,ZME21,ZFW42,ZME21
802,82131000,82281000,150000,ZFW42,ZME21,ZFW42
802,82281000,82432000,151000,ZME21,ZFW42,ZME21
802,82432000,82582000,150000,ZFW42,ZME21,ZFW42
802,82582000,82733000,151000,ZME21,ZFW42,ZME21
802,82733000,82884000,151000,ZFW42,ZME21,ZFW42
802,82884000,83649000,765000,ZME21,ZFW42,ZFW37
802,83649000,84042282,393282,ZFW42,ZFW37,TRACOND10
802,84042282,83578000,-464282,TRACOND10,KDFW,XXXX
803,74868000,75702782,834782,XXXX,KTPA,TRACONTKTPA
803,75702782,75781000,78218,TRACONTKTPA,ZMAPI,ZJX14
